Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TM","Detailed trade matrix","68","France","54","Denmark","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","4332","","Official data",""
"TM","Detailed trade matrix","68","France","72","Djibouti","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","5","","Official data",""
"TM","Detailed trade matrix","68","France","72","Djibouti","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","366","","Official data",""
"TM","Detailed trade matrix","68","France","56","Dominican Republic","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","59","Egypt","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","6623","","Official data",""
"TM","Detailed trade matrix","68","France","61","Equatorial Guinea","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","568","","Official data",""
"TM","Detailed trade matrix","68","France","61","Equatorial Guinea","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","478","","Official data",""
"TM","Detailed trade matrix","68","France","63","Estonia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","981","","Official data",""
"TM","Detailed trade matrix","68","France","63","Estonia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","77","","Official data",""
"TM","Detailed trade matrix","68","France","238","Ethiopia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","42","","Official data",""
"TM","Detailed trade matrix","68","France","67","Finland","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","93","","Official data",""
"TM","Detailed trade matrix","68","France","67","Finland","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","77","","Official data",""
"TM","Detailed trade matrix","68","France","68","France","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","61","","Official data",""
"TM","Detailed trade matrix","68","France","68","France","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","33","","Official data",""
"TM","Detailed trade matrix","68","France","70","French Polynesia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","98","","Official data",""
"TM","Detailed trade matrix","68","France","70","French Polynesia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","333","","Official data",""
"TM","Detailed trade matrix","68","France","74","Gabon","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","3193","","Official data",""
"TM","Detailed trade matrix","68","France","74","Gabon","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","2231","","Official data",""
"TM","Detailed trade matrix","68","France","73","Georgia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","47","","Official data",""
"TM","Detailed trade matrix","68","France","73","Georgia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1384","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","14356","","Official data",""
"TM","Detailed trade matrix","68","France","79","Germany","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","18920","","Official data",""
"TM","Detailed trade matrix","68","France","81","Ghana","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","806","","Official data",""
"TM","Detailed trade matrix","68","France","81","Ghana","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","344","","Official data",""
"TM","Detailed trade matrix","68","France","84","Greece","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","710","","Official data",""
"TM","Detailed trade matrix","68","France","84","Greece","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","136","","Official data",""
"TM","Detailed trade matrix","68","France","90","Guinea","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","405","","Official data",""
"TM","Detailed trade matrix","68","France","90","Guinea","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1762","","Official data",""
"TM","Detailed trade matrix","68","France","93","Haiti","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","93","Haiti","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1075","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","299","","Official data",""
"TM","Detailed trade matrix","68","France","97","Hungary","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","176","","Official data",""
"TM","Detailed trade matrix","68","France","101","Indonesia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","103","Iraq","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","594","","Official data","Kurdistan region is excluded"
"TM","Detailed trade matrix","68","France","104","Ireland","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","252","","Official data",""
"TM","Detailed trade matrix","68","France","104","Ireland","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","187","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","3936","","Official data",""
"TM","Detailed trade matrix","68","France","106","Italy","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","3112","","Official data",""
"TM","Detailed trade matrix","68","France","110","Japan","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","263","","Official data",""
"TM","Detailed trade matrix","68","France","110","Japan","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","122","","Official data",""
"TM","Detailed trade matrix","68","France","112","Jordan","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","7471","","Official data",""
"TM","Detailed trade matrix","68","France","112","Jordan","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1352","","Official data",""
"TM","Detailed trade matrix","68","France","108","Kazakhstan","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","702","","Official data",""
"TM","Detailed trade matrix","68","France","118","Kuwait","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","3653","","Official data",""
"TM","Detailed trade matrix","68","France","118","Kuwait","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1951","","Official data",""
"TM","Detailed trade matrix","68","France","120","Lao People's Democratic Republic","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","28","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","356","","Official data",""
"TM","Detailed trade matrix","68","France","119","Latvia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","187","","Official data",""
"TM","Detailed trade matrix","68","France","121","Lebanon","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","7","","Official data",""
"TM","Detailed trade matrix","68","France","121","Lebanon","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","13","","Official data",""
"TM","Detailed trade matrix","68","France","123","Liberia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","224","","Official data",""
"TM","Detailed trade matrix","68","France","123","Liberia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","385","","Official data",""
"TM","Detailed trade matrix","68","France","124","Libya","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","126","","Official data",""
"TM","Detailed trade matrix","68","France","124","Libya","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","3145","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","382","","Official data",""
"TM","Detailed trade matrix","68","France","126","Lithuania","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","431","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","1400","","Official data",""
"TM","Detailed trade matrix","68","France","256","Luxembourg","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1459","","Official data",""
"TM","Detailed trade matrix","68","France","129","Madagascar","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","25","","Official data",""
"TM","Detailed trade matrix","68","France","131","Malaysia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","226","","Official data",""
"TM","Detailed trade matrix","68","France","132","Maldives","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","48","","Official data",""
"TM","Detailed trade matrix","68","France","132","Maldives","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","795","","Official data",""
"TM","Detailed trade matrix","68","France","133","Mali","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","133","Mali","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1","","Official data",""
"TM","Detailed trade matrix","68","France","134","Malta","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","72","","Official data",""
"TM","Detailed trade matrix","68","France","134","Malta","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","16","","Official data",""
"TM","Detailed trade matrix","68","France","127","Marshall Islands","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","53","","Official data",""
"TM","Detailed trade matrix","68","France","136","Mauritania","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","290","","Official data",""
"TM","Detailed trade matrix","68","France","137","Mauritius","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","137","Mauritius","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","270","Mayotte","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","2957","","Official data",""
"TM","Detailed trade matrix","68","France","143","Morocco","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","37","","Official data",""
"TM","Detailed trade matrix","68","France","143","Morocco","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","144","Mozambique","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","789","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","5165","","Official data",""
"TM","Detailed trade matrix","68","France","150","Netherlands","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","16149","","Official data",""
"TM","Detailed trade matrix","68","France","153","New Caledonia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","1630","","Official data",""
"TM","Detailed trade matrix","68","France","153","New Caledonia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1131","","Official data",""
"TM","Detailed trade matrix","68","France","158","Niger","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","1117","","Official data",""
"TM","Detailed trade matrix","68","France","158","Niger","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","912","","Official data",""
"TM","Detailed trade matrix","68","France","159","Nigeria","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","50","","Official data",""
"TM","Detailed trade matrix","68","France","159","Nigeria","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","25","","Official data",""
"TM","Detailed trade matrix","68","France","154","North Macedonia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","1673","","Official data",""
"TM","Detailed trade matrix","68","France","154","North Macedonia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1170","","Official data",""
"TM","Detailed trade matrix","68","France","162","Norway","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","11","","Official data",""
"TM","Detailed trade matrix","68","France","162","Norway","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","9","","Official data",""
"TM","Detailed trade matrix","68","France","221","Oman","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","9683","","Official data",""
"TM","Detailed trade matrix","68","France","221","Oman","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","3646","","Official data",""
"TM","Detailed trade matrix","68","France","166","Panama","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","25","","Official data",""
"TM","Detailed trade matrix","68","France","171","Philippines","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","453","","Official data",""
"TM","Detailed trade matrix","68","France","171","Philippines","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","49","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","869","","Official data",""
"TM","Detailed trade matrix","68","France","173","Poland","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","757","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","5455","","Official data",""
"TM","Detailed trade matrix","68","France","174","Portugal","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","5544","","Official data",""
"TM","Detailed trade matrix","68","France","179","Qatar","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","1346","","Official data",""
"TM","Detailed trade matrix","68","France","179","Qatar","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","7012","","Official data",""
"TM","Detailed trade matrix","68","France","117","Republic of Korea","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","70","","Official data",""
"TM","Detailed trade matrix","68","France","146","Republic of Moldova","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","82","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","356","","Official data",""
"TM","Detailed trade matrix","68","France","183","Romania","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","371","","Official data",""
"TM","Detailed trade matrix","68","France","185","Russian Federation","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","14254","","Official data",""
"TM","Detailed trade matrix","68","France","190","Saint Pierre and Miquelon","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","3","","Official data",""
"TM","Detailed trade matrix","68","France","190","Saint Pierre and Miquelon","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","4","","Official data",""
"TM","Detailed trade matrix","68","France","193","Sao Tome and Principe","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","31","","Official data",""
"TM","Detailed trade matrix","68","France","193","Sao Tome and Principe","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","249","","Official data",""
"TM","Detailed trade matrix","68","France","194","Saudi Arabia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","152637","","Official data",""
"TM","Detailed trade matrix","68","France","194","Saudi Arabia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","97510","","Official data",""
"TM","Detailed trade matrix","68","France","195","Senegal","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","9","","Official data",""
"TM","Detailed trade matrix","68","France","195","Senegal","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","131","","Official data",""
"TM","Detailed trade matrix","68","France","272","Serbia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","20","","Official data",""
"TM","Detailed trade matrix","68","France","272","Serbia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","4089","","Official data",""
"TM","Detailed trade matrix","68","France","196","Seychelles","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","16","","Official data",""
"TM","Detailed trade matrix","68","France","196","Seychelles","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","319","","Official data",""
"TM","Detailed trade matrix","68","France","197","Sierra Leone","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","135","","Official data",""
"TM","Detailed trade matrix","68","France","197","Sierra Leone","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","152","","Official data",""
"TM","Detailed trade matrix","68","France","200","Singapore","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","111","","Official data",""
"TM","Detailed trade matrix","68","France","200","Singapore","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","652","","Official data",""
"TM","Detailed trade matrix","68","France","199","Slovakia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","195","","Official data",""
"TM","Detailed trade matrix","68","France","199","Slovakia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","11","","Official data",""
"TM","Detailed trade matrix","68","France","198","Slovenia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","145","","Official data",""
"TM","Detailed trade matrix","68","France","198","Slovenia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","99","","Official data",""
"TM","Detailed trade matrix","68","France","202","South Africa","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","1308","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","14031","","Official data",""
"TM","Detailed trade matrix","68","France","203","Spain","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","13441","","Official data",""
"TM","Detailed trade matrix","68","France","276","Sudan","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","194","","Official data",""
"TM","Detailed trade matrix","68","France","207","Suriname","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","102","","Official data",""
"TM","Detailed trade matrix","68","France","210","Sweden","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","461","","Official data",""
"TM","Detailed trade matrix","68","France","210","Sweden","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","577","","Official data",""
"TM","Detailed trade matrix","68","France","211","Switzerland","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","2556","","Official data",""
"TM","Detailed trade matrix","68","France","211","Switzerland","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","3637","","Official data",""
"TM","Detailed trade matrix","68","France","216","Thailand","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","81","","Official data",""
"TM","Detailed trade matrix","68","France","216","Thailand","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","9","","Official data",""
"TM","Detailed trade matrix","68","France","217","Togo","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","2711","","Official data",""
"TM","Detailed trade matrix","68","France","217","Togo","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","2084","","Official data",""
"TM","Detailed trade matrix","68","France","222","Tunisia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","22","","Official data",""
"TM","Detailed trade matrix","68","France","222","Tunisia","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","21","","Official data",""
"TM","Detailed trade matrix","68","France","213","Turkmenistan","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","8","","Official data",""
"TM","Detailed trade matrix","68","France","230","Ukraine","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","648","","Official data",""
"TM","Detailed trade matrix","68","France","230","Ukraine","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","2092","","Official data",""
"TM","Detailed trade matrix","68","France","225","United Arab Emirates","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","12560","","Official data",""
"TM","Detailed trade matrix","68","France","225","United Arab Emirates","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","7557","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","13604","","Official data",""
"TM","Detailed trade matrix","68","France","229","United Kingdom","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","10493","","Official data",""
"TM","Detailed trade matrix","68","France","252","Unspecified Area","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","160","","Official data",""
"TM","Detailed trade matrix","68","France","252","Unspecified Area","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","37","","Official data",""
"TM","Detailed trade matrix","68","France","235","Uzbekistan","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","198","","Official data",""
"TM","Detailed trade matrix","68","France","237","Viet Nam","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","4318","","Official data",""
"TM","Detailed trade matrix","68","France","237","Viet Nam","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","1202","","Official data",""
"TM","Detailed trade matrix","68","France","243","Wallis and Futuna Islands","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","321","","Official data",""
"TM","Detailed trade matrix","68","France","243","Wallis and Futuna Islands","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","251","","Official data",""
"TM","Detailed trade matrix","68","France","249","Yemen","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","36239","","Official data",""
"TM","Detailed trade matrix","68","France","249","Yemen","5910","Export Quantity","1058","Meat, chicken","2017","2017","tonnes","4721","","Official data",""
"TM","Detailed trade matrix","68","France","251","Zambia","5910","Export Quantity","1058","Meat, chicken","2013","2013","tonnes","134","","Official data",""
"TM","Detailed trade matrix","68","France","3","Albania","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","3","Albania","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","10","","Official data",""
"TM","Detailed trade matrix","68","France","4","Algeria","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","71","","Official data",""
"TM","Detailed trade matrix","68","France","4","Algeria","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","46","","Official data",""
"TM","Detailed trade matrix","68","France","7","Angola","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","90","","Official data",""
"TM","Detailed trade matrix","68","France","7","Angola","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","8","Antigua and Barbuda","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","9","Argentina","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","1","Armenia","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","10","Australia","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","61","","Official data",""
"TM","Detailed trade matrix","68","France","10","Australia","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","30","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","397","","Official data",""
"TM","Detailed trade matrix","68","France","11","Austria","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","26","","Official data",""
"TM","Detailed trade matrix","68","France","52","Azerbaijan","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","12","Bahamas","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","12","Bahamas","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1","","Official data",""
"TM","Detailed trade matrix","68","France","13","Bahrain","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","3","","Official data",""
"TM","Detailed trade matrix","68","France","13","Bahrain","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","27","","Official data",""
"TM","Detailed trade matrix","68","France","16","Bangladesh","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","3","","Official data",""
"TM","Detailed trade matrix","68","France","57","Belarus","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","6311","","Official data",""
"TM","Detailed trade matrix","68","France","255","Belgium","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","7166","","Official data",""
"TM","Detailed trade matrix","68","France","53","Benin","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","158","","Official data",""
"TM","Detailed trade matrix","68","France","53","Benin","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","4","","Official data",""
"TM","Detailed trade matrix","68","France","17","Bermuda","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","21","Brazil","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","21","Brazil","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","239","British Virgin Islands","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","64","","Official data",""
"TM","Detailed trade matrix","68","France","27","Bulgaria","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","1413","","Official data",""
"TM","Detailed trade matrix","68","France","233","Burkina Faso","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","233","Burkina Faso","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","35","Cabo Verde","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","9","","Official data",""
"TM","Detailed trade matrix","68","France","115","Cambodia","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","1","","Official data",""
"TM","Detailed trade matrix","68","France","115","Cambodia","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","32","Cameroon","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","209","","Official data",""
"TM","Detailed trade matrix","68","France","32","Cameroon","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","49","","Official data",""
"TM","Detailed trade matrix","68","France","33","Canada","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","142","","Official data",""
"TM","Detailed trade matrix","68","France","33","Canada","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","16","","Official data",""
"TM","Detailed trade matrix","68","France","37","Central African Republic","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","39","Chad","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","40","Chile","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","12","","Official data",""
"TM","Detailed trade matrix","68","France","40","Chile","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","23","","Official data",""
"TM","Detailed trade matrix","68","France","96","China, Hong Kong SAR","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","23","","Official data",""
"TM","Detailed trade matrix","68","France","96","China, Hong Kong SAR","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","83","","Official data",""
"TM","Detailed trade matrix","68","France","128","China, Macao SAR","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","0","","Official data",""
"TM","Detailed trade matrix","68","France","41","China, mainland","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","2","","Official data",""
"TM","Detailed trade matrix","68","France","41","China, mainland","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","4","","Official data",""
"TM","Detailed trade matrix","68","France","214","China, Taiwan Province of","5910","Export Quantity","1061","Meat, chicken, canned","2013","2013","tonnes","3","","Official data",""
"TM","Detailed trade matrix","68","France","214","China, Taiwan Province of","5910","Export Quantity","1061","Meat, chicken, canned","2017","2017","tonnes","13","","Official data",""
