Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","58","Ecuador","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","1546.2","","Official data"
"PP","Producer Prices","58","Ecuador","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","1578.1","","Official data"
"PP","Producer Prices","58","Ecuador","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","2024.3","","Official data"
"PP","Producer Prices","58","Ecuador","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","2024.3","","Official data"
"PP","Producer Prices","58","Ecuador","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","95.8","Fc","Calculated data"
"PP","Producer Prices","58","Ecuador","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","99.8","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","15867","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7001","January","LCU","31250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7002","February","LCU","36250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7003","March","LCU","37250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7004","April","LCU","37250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7005","May","LCU","38250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7006","June","LCU","37250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7007","July","LCU","35250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7008","August","LCU","35250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7009","September","LCU","36250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7010","October","LCU","35250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","33250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","32250","","Official data"
"PP","Producer Prices","59","Egypt","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","26860.6","","Official data"
"PP","Producer Prices","59","Egypt","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","15867","","Official data"
"PP","Producer Prices","59","Egypt","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","26860.6","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2309.5","","Official data"
"PP","Producer Prices","59","Egypt","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","1510.5","","Official data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","84.6","Fc","Calculated data"
"PP","Producer Prices","59","Egypt","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","143.22","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","20881.4","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","24640","","Official data"
"PP","Producer Prices","60","El Salvador","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","2860","","Official data"
"PP","Producer Prices","60","El Salvador","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","2386.4","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","2816","","Official data"
"PP","Producer Prices","60","El Salvador","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","2860","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","2386.4","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2816","","Official data"
"PP","Producer Prices","60","El Salvador","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","2860","","Official data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","106.22","Fc","Calculated data"
"PP","Producer Prices","60","El Salvador","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","107.88","Fc","Calculated data"
"PP","Producer Prices","63","Estonia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","1098","","Official data"
"PP","Producer Prices","63","Estonia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","1514.5","","Official data"
"PP","Producer Prices","63","Estonia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","1046.9","","Official data"
"PP","Producer Prices","63","Estonia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","1454","Fc","Calculated data"
"PP","Producer Prices","63","Estonia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","1098","","Official data"
"PP","Producer Prices","63","Estonia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","1514.5","","Official data"
"PP","Producer Prices","63","Estonia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","1046.9","","Official data"
"PP","Producer Prices","63","Estonia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","1454","Fc","Calculated data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","1457.9","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2010.8","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","1179.7","","Official data"
"PP","Producer Prices","63","Estonia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","1638.5","Fc","Calculated data"
"PP","Producer Prices","63","Estonia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","97.05","Fc","Calculated data"
"PP","Producer Prices","63","Estonia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","93.18","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","73357.3","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","92412.4","","Official data"
"PP","Producer Prices","238","Ethiopia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","73357.3","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","SLC","92412.4","","Official data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","3938.3","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","USD","3872.1","","Official data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","68.93","Fc","Calculated data"
"PP","Producer Prices","238","Ethiopia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","110.52","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","3333","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7001","January","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7002","February","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7003","March","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7004","April","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7005","May","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7006","June","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7007","July","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7008","August","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7009","September","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7010","October","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7011","November","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7012","December","LCU","6000","","Official data"
"PP","Producer Prices","66","Fiji","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","7500","","Official data"
"PP","Producer Prices","66","Fiji","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","3333","","Official data"
"PP","Producer Prices","66","Fiji","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","6000","","Official data"
"PP","Producer Prices","66","Fiji","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","7500","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","1810","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","3258.4","","Official data"
"PP","Producer Prices","66","Fiji","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","3628.7","","Official data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","90","Fc","Calculated data"
"PP","Producer Prices","66","Fiji","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","112.5","Fc","Calculated data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","1136.8","Fc","Calculated data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","1512","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7001","January","LCU","1482.9","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7002","February","LCU","1514.2","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7003","March","LCU","1519.2","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7004","April","LCU","1527.7","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7005","May","LCU","1523","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7006","June","LCU","1524.8","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7007","July","LCU","1511.7","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7008","August","LCU","1512.4","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7009","September","LCU","1520.2","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7010","October","LCU","1509.1","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7011","November","LCU","1498.6","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7012","December","LCU","1493.2","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","1293","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7001","January","LCU","1298.7","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7002","February","LCU","1298.1","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7003","March","LCU","1293.8","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7004","April","LCU","1301.7","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7005","May","LCU","1284.9","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7006","June","LCU","1284","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7007","July","LCU","1285.7","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7008","August","LCU","1290.1","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7009","September","LCU","1297.3","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7010","October","LCU","1295.8","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7011","November","LCU","1295.3","","Official data"
"PP","Producer Prices","67","Finland","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7012","December","LCU","1294.6","","Official data"
"PP","Producer Prices","67","Finland","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","1136.8","Fc","Calculated data"
"PP","Producer Prices","67","Finland","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","1512","","Official data"
"PP","Producer Prices","67","Finland","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","1293","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","1509.4","Fc","Calculated data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2007.5","","Official data"
"PP","Producer Prices","67","Finland","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","1457.1","","Official data"
"PP","Producer Prices","67","Finland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","109.99","Fc","Calculated data"
"PP","Producer Prices","67","Finland","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","94.06","Fc","Calculated data"
"PP","Producer Prices","68","France","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","1283.8","Fc","Calculated data"
"PP","Producer Prices","68","France","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","1706.6","","Official data"
"PP","Producer Prices","68","France","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","1509.9","","Official data"
"PP","Producer Prices","68","France","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","1283.8","Fc","Calculated data"
"PP","Producer Prices","68","France","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","1706.6","","Official data"
"PP","Producer Prices","68","France","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","1509.9","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","1704.6","Fc","Calculated data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","2265.9","","Official data"
"PP","Producer Prices","68","France","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","1701.5","","Official data"
"PP","Producer Prices","68","France","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","110.12","Fc","Calculated data"
"PP","Producer Prices","68","France","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","97.43","Fc","Calculated data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","98333.3","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7001","January","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7002","February","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7003","March","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7004","April","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7005","May","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7006","June","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7007","July","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7008","August","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7009","September","LCU","100000","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7010","October","LCU","93333.3","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7011","November","LCU","93333.3","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7012","December","LCU","93333.3","","Official data"
"PP","Producer Prices","75","Gambia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","140476.2","Fc","Calculated data"
"PP","Producer Prices","75","Gambia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","98333.3","","Official data"
"PP","Producer Prices","75","Gambia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","140476.2","Fc","Calculated data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","2734.7","","Official data"
"PP","Producer Prices","75","Gambia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","3906.7","Fc","Calculated data"
"PP","Producer Prices","73","Georgia","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","3706.8","Fc","Calculated data"
"PP","Producer Prices","73","Georgia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","LCU","5148","","Official data"
"PP","Producer Prices","73","Georgia","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","4364.3","","Official data"
"PP","Producer Prices","73","Georgia","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","3706.8","Fc","Calculated data"
"PP","Producer Prices","73","Georgia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","SLC","5148","","Official data"
"PP","Producer Prices","73","Georgia","5531","Producer Price (SLC/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","SLC","4364.3","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","USD","2228.5","Fc","Calculated data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2013","2013","7021","Annual value","USD","3095","","Official data"
"PP","Producer Prices","73","Georgia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","USD","1739.1","","Official data"
"PP","Producer Prices","73","Georgia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2013","2013","7021","Annual value","","125.58","Fc","Calculated data"
"PP","Producer Prices","73","Georgia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2017","2017","7021","Annual value","","106.47","Fc","Calculated data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","LCU","968","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7021","Annual value","LCU","840","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7001","January","LCU","820","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7002","February","LCU","811","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7003","March","LCU","822","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7004","April","LCU","829","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7005","May","LCU","833","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7006","June","LCU","844","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7007","July","LCU","851","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7008","August","LCU","856","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7009","September","LCU","856","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7010","October","LCU","855","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7011","November","LCU","853","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1095","Meat live weight, chicken","2017","2017","7012","December","LCU","853","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7021","Annual value","LCU","1292","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7001","January","LCU","1108","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7002","February","LCU","1096","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7003","March","LCU","1111","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7004","April","LCU","1120","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7005","May","LCU","1126","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7006","June","LCU","1141","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7007","July","LCU","1150","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7008","August","LCU","1157","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7009","September","LCU","1157","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7010","October","LCU","1155","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7011","November","LCU","1153","","Official data"
"PP","Producer Prices","79","Germany","5530","Producer Price (LCU/tonne)","1058","Meat, chicken","2017","2017","7012","December","LCU","1153","","Official data"
"PP","Producer Prices","79","Germany","5531","Producer Price (SLC/tonne)","1095","Meat live weight, chicken","2013","2013","7021","Annual value","SLC","968","","Official data"
